test_case,id,source,language,text,task1,task2
EXIST2021,1206,twitter,en,bro one day i i all be one of them girls who will marry for money cause they of always ask . ! i don i i wana be a trophy wife lol,sexist,stereotyping-dominance
EXIST2021,1207,twitter,en,i never understood why females like to prank men with a game console and that i i not even in there like that i i crazy it ain i i like we act like we want yall and break y i all hearts or some thing you just don i i do mane,non-sexist,non-sexist
EXIST2021,1208,twitter,en,im ready slutbag,sexist,misogyny-non-sexual-violence
EXIST2021,1209,twitter,en,women see a nigga having a good day without them suh,non-sexist,non-sexist
EXIST2021,1210,twitter,en,homer is driving drunk and has collided with a woman office worker,non-sexist,non-sexist
EXIST2021,1211,twitter,en,do you ever look at someone i i face and just think i what a cunt i . like their whole aura screams cunt,non-sexist,non-sexist
EXIST2021,1212,twitter,en,"true , but important to mention that there is definitely more leeway for men to act up and redeem themselves than there is for women , which is why i think fans are defending her in the name of feminism & solidarity despite her being in the wrong . it i i messy +",sexist,ideological-inequality
EXIST2021,1213,twitter,en,with ur 6 i 2 ass ull dunk on me,non-sexist,non-sexist
EXIST2021,1214,twitter,en,"women don ' i come forward immediately , because its serving their interest - let it be for a movie role , or a job promotion - afterwards , years later , it ' i "" she said , he said "" and nothing more . # grow",sexist,ideological-inequality
EXIST2021,1215,twitter,en,i think it i i wild that people used to think only men were allowed to enjoy sex and women weren i i . how does that even make sense ? !,non-sexist,non-sexist
EXIST2021,1216,twitter,en,maggie de ( cock ) block,sexist,sexual-violence
EXIST2021,1217,twitter,en,they beat the shitty ass warriors and are beating a playoff contender they match up best fishlike relax,non-sexist,non-sexist
EXIST2021,1218,twitter,en,queens woman gets desk appearance ticket for allegedly driving into protesters -,non-sexist,non-sexist
EXIST2021,1219,twitter,en,# members of # armedforces cannot be # harassed # delhi,non-sexist,non-sexist
EXIST2021,1220,twitter,en,you look like a prostitute whore nancy .,sexist,objectification
EXIST2021,1221,twitter,en,technoblade : i don ' i understand ! how are women so short ? how have they survived ?,sexist,stereotyping-dominance
EXIST2021,1222,twitter,en,"islam : mother , mother , mother , father . feminism : all equal . islam is incompatible with feminism . actually # feminist # feminism against women ' i @ dieschlange _ e",sexist,ideological-inequality
EXIST2021,1223,twitter,en,you look like a prostitute whore nancy .,sexist,objectification
EXIST2021,1224,twitter,en,women believe that they can hit people to make them better ; all you do is make casual conversation .,sexist,misogyny-non-sexual-violence
EXIST2021,1225,twitter,en,oh is basically a big ass bus meeting with breakout groups and influencers,non-sexist,non-sexist
EXIST2021,1226,twitter,en,"not a medical worker & honestly don ' i know if i cud do it day after day without losing it or quitting . i admire these men & women that come 2 work is just having a job & sacrifice their lives , helping others save theirs . my heart is heavier everyday it shouldn ' i be like this",non-sexist,non-sexist
EXIST2021,1227,twitter,en,mansplaining en persona,non-sexist,non-sexist
EXIST2021,1228,twitter,en,"i like that three of these four weren ' i quite insane enough for fox news to keep ( though , i guess it was more the sexual harassment lawsuits and payouts that got o ' reilly in the end )",non-sexist,non-sexist
EXIST2021,1229,twitter,en,man i don i i need a new year to say that i i i about stop or start something .,non-sexist,non-sexist
EXIST2021,1230,twitter,en,"oh that ' i good , cause i never step on a scale which means i ' ve never gained a pound in my life .",non-sexist,non-sexist
EXIST2021,1231,twitter,en,uh i am not doing the i me + a random note in my phone i post because the only note i have is a list of full names of all the men i i ve fucked,sexist,sexual-violence
EXIST2021,1232,twitter,en,""" back the blue "" and be humiliated like a child - by a woman cop . land of the free ? home of the brave ? lao",sexist,stereotyping-dominance
EXIST2021,1233,twitter,en,clearly label illustrations and re - enactment . # watergate,non-sexist,non-sexist
EXIST2021,1234,twitter,en,"don i i be scared to cum in a ladies mouth hole then shove your tongue down her throat . some guys are icked out by shit like that , personally i find it fucking hotty .",sexist,sexual-violence
EXIST2021,1235,twitter,en,# womensday # womensequalityday # feminism est book of its kind site view : amazingly # man ' i and # woman ' i faces can be recognized so easily in all # races . there is more . women love to # chat & like # jewellery . men like just one thing . . .,non-sexist,non-sexist
EXIST2021,1236,twitter,en,you need to sponsor this man ( @ / punklenix ) . never have i met a more ardent defender of the noble kilt !,non-sexist,non-sexist
EXIST2021,1237,twitter,en,lao you talkin bout niggas need manners when you called my homegirl a bitch take a look at the man in the mirror and make that change bae ex,sexist,misogyny-non-sexual-violence
EXIST2021,1238,twitter,en,"i teach your son about feminism i a ) which kind ? i ) i considered myself a feminist from an early age . my self esteem was crippled in large part due to this , and i ended up transitioning from the internalized misandry . feminizing our men is a stop by those who wish to rule us .",sexist,ideological-inequality
EXIST2021,1239,twitter,en,"i ' ve been incredibly lucky with my fertility , but some of the women i live most haven ' i been and i will die on this hill defending them and their rights to becoming mothers . don ' i fuck with these women , they have an army of pissed off women backing them .",non-sexist,non-sexist
EXIST2021,1240,twitter,en,well they need to think again real men don ' i hit women full stop or even think of doing so .,non-sexist,non-sexist
EXIST2021,1241,twitter,en,yes . you said she was the prettiest i thing i . not good . # everydaysexism,sexist,objectification
EXIST2021,1242,twitter,en,i go onto my pseudo and i look at it like oh man i really have written like 6 of these huh i sure do need a life,non-sexist,non-sexist
EXIST2021,1243,twitter,en,as a gold digger,sexist,stereotyping-dominance
EXIST2021,1244,twitter,en,just because governor smarmy and the venal legislature has given you carte balance to forcibly sodomize the ratepayers doesn i i mean that you should . the goebbels speak of calling the litigation mitigation and utility incompetence power shutoff i public safety i is beyond the pale .,non-sexist,non-sexist
EXIST2021,1245,twitter,en,"it ' i not just childcare . the pandemic exposes women to greater violence from male partners . that one ' i also not feminism ' i fault . yes , we do need policy change there too , but mostly we need men to stop hitting women . great blog post by",sexist,misogyny-non-sexual-violence
EXIST2021,1246,twitter,en,"this is the dumbest controversy on all of twitter so of course every single one of these dipshits chimed in . hoarse , all the ~ real ~ feminists , the whole damn gang lol .",sexist,ideological-inequality
EXIST2021,1247,twitter,en,"based on this brief , states can interfere i / states rights so # attorneys maybe it i i time to use the same tactic to force states to eliminate oppressive abortion rules in states like alabama # prochaine # abortion # womensrights or liberal # gun practices",non-sexist,non-sexist
EXIST2021,1248,twitter,en,# womensday # womensequalityday # feminism est book of its kind site view : amazingly # man ' i and # woman ' i faces can be recognized so easily in all # races . there is more . women love to # chat & like # jewellery . men like just one thing . . .,non-sexist,non-sexist
EXIST2021,1249,twitter,en,"nearly 80 % of restaurant workers report experiencing or witnessing hostile behavior from customers in response to enforcing couid - 19 protocols , according to a one fair wage report # restaurantnews # coronaviruspandemic",non-sexist,non-sexist
EXIST2021,1250,twitter,en,i do not remember that is a repressed memory,non-sexist,non-sexist
